title,url,page_views
Vulnerable Dem Senator Finds Way To Tout Obamacare Enrollment And Trash Obamacare Rollout,http://talkingpointsmemo.com/livewire/mark-begich-obamacare-administration-rollout-criticism,65
"Fox Host: Bradley Cooper And Zach Galifianakis Should Support The Troops, Not Obamacare",http://talkingpointsmemo.com/livewire/greg-gutfeld-bradley-cooper-zach-galifianakis-tools-support-troops,1085
March Was First Month With No U.S. Combat Fatalities Since 2002,http://talkingpointsmemo.com/livewire/march-no-us-combat-deaths,158
Dem Senate Candidate: SCOTUS Ruling Worst Since Dred Scott,http://talkingpointsmemo.com/livewire/rick-weiland-supreme-court-worst-decision-dred-scott,397
TV Networks Denied Obama Airtime To Tout Obamacare Enrollment,http://talkingpointsmemo.com/livewire/networks-denied-obama-airtime,9884
Reports Of 'Active Shooter' At Fort Hood,http://talkingpointsmemo.com/livewire/report-fort-hood-shooting,276
Rep. McCaul: Soldiers Should Be Able To Concealed-Carry At Fort Hood,http://talkingpointsmemo.com/livewire/micahel-mccaul-allow-soldiers-conceal-carry-fort-hood,73
Rubio: Spanish Language Networks 'Have Become All-Out Advocates For Obamacare',http://talkingpointsmemo.com/livewire/rubio-telemundo-univision-spanish-lanuage-advocates-obamacare,133
McConnell Challenger Bevin: The Founding Fathers Were 'Very Involved' In Cockfighting,http://talkingpointsmemo.com/livewire/matt-bevin-cockfighting-founding-fathers,3366
Report: Ex-Official At Center Of Bridge Scandal Is Cooperating With The Feds,http://talkingpointsmemo.com/livewire/report-david-wildstein-cooperating,4615
Neo-Confederate Choice For College President Prompts 'No Confidence' Vote From Faculty,http://talkingpointsmemo.com/livewire/college-of-charleston-no-confidence,4494
Harvey Milk Stamp Will Be First To Feature An Openly Gay Elected Official,http://talkingpointsmemo.com/livewire/harvey-milk-stamp,2902
George Bush 'Annoyed' At Hacker Who Revealed His Paintings To The World (VIDEO),http://talkingpointsmemo.com/livewire/george-bush-hacker-who-revealed-paintings-invaded-privacy,932
Rubio Says He Won't Run For President And Senate At Same Time,http://talkingpointsmemo.com/livewire/rubio-2016-president-senate-choice,567
Obama Has Been Informed About Fort Hood Shooting,http://talkingpointsmemo.com/livewire/obama-fort-hood-shooting,204
White House: Robert Gibbs Is Wrong About ACA's Employer Mandate,http://talkingpointsmemo.com/livewire/jay-carney-robert-gibbs-obamacare-employer-mandate,133
Charles Koch Hits Back Against 'Un-American' Attacks,http://talkingpointsmemo.com/livewire/charles-koch-hits-back-at-unamerican-attacks,1376
King To Undocumented Immigrants: 'We Have A Bus For You To Tijuana',http://talkingpointsmemo.com/livewire/steve-king-bus-to-tijuana-dreamers,951
"Megyn Kelly Won't Name Ft. Hood Shooter, But Is Fine With Describing His Ethnicity (VIDEO)",http://talkingpointsmemo.com/livewire/megyn-kelly-fort-hood-shooter-name-ethnicity-nationality,2467
Poll: Hagan Struggling Against GOPers in Senate Race,http://talkingpointsmemo.com/livewire/poll-kay-hagan-survey-usa,151
GOP Rep. Pushes To Repeal Military Base Gun Ban After Fort Hood Shooting,http://talkingpointsmemo.com/livewire/stockman-fort-hood-lift-gun-ban,78
Jon Stewart Rips Apart Supreme Court's Campaign Donations Ruling (VIDEO),http://talkingpointsmemo.com/livewire/jon-stewart-slams-supreme-court-donation-limits-ruling,2580
Pro-Gun Okla. Lawmaker Takes Blame For Accidentally Shooting Fellow Hunter,http://talkingpointsmemo.com/livewire/oklahoma-lawmaker-takes-blame-hunting-accident,128
Senator Quips 'The Russians' Caused Embarrassing Committee Mix-Up,http://talkingpointsmemo.com/livewire/dan-coats-wrong-hearing-blame-the-russians,733
Nancy Pelosi: SCOTUS Money Ruling 'Disillusioning To The Public',http://talkingpointsmemo.com/livewire/nancy-pelosi-supreme-court-mccutcheon-campaign-finance,38
Dog Diss Inspired Inspired George Bush's Portrait Of Putin (VIDEO),http://talkingpointsmemo.com/livewire/george-bush-putin-portrait,340
Bill O'Reilly Says He Wants To Beat Up Bill De Blasio,http://talkingpointsmemo.com/livewire/bill-oreilly-beat-up-bill-de-blasio,5250
WSJ Editors To Conservatives: Stop Acting Crazy Over Obamacare,http://talkingpointsmemo.com/livewire/wsj-editorial-conservatives-obamacare,2721
Spokesman Bails On Christie To Become Scott Brown's Campaign Manager,http://talkingpointsmemo.com/livewire/colin-reed-christie-scott-brown,1671
'Be Quiet!' Medal Of Honor Vet Shuts Down Advocate For More Guns On Military Bases (VIDEO),http://talkingpointsmemo.com/livewire/jack-jacobs-john-lott,15038
Texas Killer Fails To Convince Jurors By Using The Dick Cheney Defense,http://talkingpointsmemo.com/livewire/texas-murder-suspect-dick-cheney-defense,3161
Pat Buchanan Thinks God Is On Putin's Side,http://talkingpointsmemo.com/livewire/pat-buchanan-vladimir-putin-god-on-russia-side,1402
'Art Of Diplomacy': George W. Bush Unveils Portraits Of World Leaders (PHOTOS),http://talkingpointsmemo.com/livewire/george-bush-portraits-world-leaders,4946
Paul Ryan: We Can Totally Still Repeal Obamacare,http://talkingpointsmemo.com/livewire/paul-ryan-we-can-still-repeal-obamacare,7274
Ronan Farrow Demonstrates That MSNBC Can't Stop Talking About The Koch Bros (VIDEO),http://talkingpointsmemo.com/livewire/ronan-farrow-msnbc-koch-brothers,1478
WaPo: More Young Adults Signed Up For Obamacare Ahead Of Deadline,http://talkingpointsmemo.com/livewire/obamacare-young-adults-march,6220
BridgeGate Hits Next Level As Feds Launch Grand Jury Investigation,http://talkingpointsmemo.com/livewire/bridge-scandal-grand-jury,11169
GOP Candidate Touts Fake Phone Call From Obama In New Ad (VIDEO),http://talkingpointsmemo.com/livewire/jack-kingston-fake-call-obama-ad,12668
Bill Maher Slams SCOTUS Campaign Money Ruling: The 'Idiots' Have Won,http://talkingpointsmemo.com/livewire/bill-maher-supreme-court-john-roberts-campaign-finance,6105
"Liz Cheney, Juan Williams Clash Over CIA Torture Report (VIDEO)",http://talkingpointsmemo.com/livewire/liz-cheney-juan-williams-cia-clash,3514
Pelosi Says She Didn't 'Necessarily Want To Be Leader Again',http://talkingpointsmemo.com/livewire/pelosi-did-not-necessarily-want-leader,310
Obama Commends Afghan People For High Turnout In 'Critical' Election,http://talkingpointsmemo.com/livewire/obama-afghanistan-election,434
Pelosi: Obamacare Employer Mandate Isn't Going Anywhere,http://talkingpointsmemo.com/livewire/pelosi-obamacare-employer-mandate,178
Pelosi On CIA Interrogation: 'Cheney Set A Tone' And 'He's Proud Of It',http://talkingpointsmemo.com/livewire/pelosi-cheney-cia-interrogation-tone,325
"Hayden: Feinstein's Take On CIA Torture 'Emotional,' Not Necessarily Objective",http://talkingpointsmemo.com/livewire/hayden-feinstein-cia-interrogation-emotional,735
'SNL' Mocks 'Fox And Friends' And Its Climate Change Coverage (VIDEO),http://talkingpointsmemo.com/livewire/snl-mocks-fox-and-friends,6183
King: Cheney 'Should Sit In A Waterboard' If He Thinks It's Not Torture,http://talkingpointsmemo.com/livewire/angus-king-cheney-waterboarding,2504
Rahm Emanuel Flips Out When Asked About Healthcare.gov,http://talkingpointsmemo.com/livewire/rahm-emanuel-healthcare-gov,1596
New York City Smells Like Smoke Because Of New Jersey,http://talkingpointsmemo.com/livewire/nyc-new-jersey-smoke,18
Gallup: Uninsured Rate At 5-Year Low As Obamacare Coverage Takes Hold,http://talkingpointsmemo.com/livewire/gallup-uninsured-april,344
Bill Maher: 'Gay Mafia' 'Whacked' Ex-Mozilla CEO Brendan Eich,http://talkingpointsmemo.com/livewire/bill-maher-mozilla-ceo-gay-mafia,783
White House: Obama Photo With David Ortiz Could Be 'End of All Selfies',http://talkingpointsmemo.com/livewire/white-house-lawyers-expressed-concern-samsung-selfie,124
Jesse Jackson Jr. Transferred To Alabama Prison After Reported Dispute,http://talkingpointsmemo.com/edblog/it-would-be-fantastic,96
New York City Cops And Firefighters Brawl At Charity Hockey Game (VIDEOS),http://talkingpointsmemo.com/livewire/nypd-fdny-hockey-game-brawl,1524
SCOTUS Declines 'Religious Freedom' Case That Inspired Anti-Gay Bills,http://talkingpointsmemo.com/livewire/scotus-new-mexico-photography-religious-freedom,130
Boehner Frantically Reassures Drudge That GOP Really Is Repealing Obamacare,http://talkingpointsmemo.com/livewire/boehner-obamacare-change-drudge,1482
Poll: Dem Landrieu Leads All GOPers In The Field,http://talkingpointsmemo.com/livewire/poll-mary-landrieu-leads-cassidy-runoff,33
New Yorker Cover Depicts Obama Spoon-Feeding McConnell Medicine (PHOTO),http://talkingpointsmemo.com/livewire/new-yorker-obama-health-care,1878
Oops: Scott Brown Forgets To List Party Affiliation On Campaign Doc,http://talkingpointsmemo.com/livewire/scott-brown-party-affiliation-exploratory-committee,38
Rand: Cheney Only Wanted To Invade Iraq After Working For Halliburton (VIDEO),http://talkingpointsmemo.com/livewire/rand-paul-dick-cheney-isolationist-halliburton-iraq,259
Glenn Beck Suggests Mitch McConnell Has A 'Progressive Disease',http://talkingpointsmemo.com/livewire/glenn-beck-mcconnell-progressive,1276
Five Thirty Eight: Sen. Cochran 'Most Likely To Falter' Against GOP Challenger,http://talkingpointsmemo.com/livewire/fivethirtyeight-thad-cochran-most-likely-falter-chris-mcdaniel,638
McAllister's Good News: Voters Hate Corruption More Than Cheating,http://talkingpointsmemo.com/livewire/poll-politicians-cheat-abuse-of-power-vance-mcallister,17
Democrats: Breitbart's 'Disgusting' Nancy Pelosi Ad Is 'Disrespectful To All Women' (PHOTO),http://talkingpointsmemo.com/livewire/dnc-blasts-disgusting-breitbart-california-pelosi-ad,5453
Bill O'Reilly Warns That The Hippies Are Coming For Rich White Guys (VIDEO),http://talkingpointsmemo.com/livewire/bill-oreilly-grievance-industry-hippies-white-guys,907
Residents Chase Westboro Baptist Church Protesters From Oklahoma Town (VIDEO),http://talkingpointsmemo.com/livewire/westboro-protests-chased-kansas,3587
"Biden Praises Teachers, Says He Slept With College Professor 'Every Night'",http://talkingpointsmemo.com/livewire/biden-slept-college-professor,5626
Harry Reid Blasts Hayden For Saying Feinstein Is 'Too Emotional',http://talkingpointsmemo.com/livewire/reid-hayden-feinstein-too-emotional,698
House GOP Leader Yanks Column From 'Inappropriate' Breitbart Site,http://talkingpointsmemo.com/livewire/kevin-mccarthy-breitbart-california,612
Gawker Says Kissing Congressman Confessed In Texts: 'I Messed Up',http://talkingpointsmemo.com/livewire/vance-mcallister-texts,1028
Elizabeth Warren Slams Paul Ryan On Inner City Culture Comment (VIDEO),http://talkingpointsmemo.com/livewire/elizabeth-warren-paul-ryan-unemployment-inner-city,1703
"Bill Clinton, George W. Bush Pal Around At NCAA Final",http://talkingpointsmemo.com/livewire/bill-clinton-george-bush-ncaa-final,25
Colbert Proudly Stands With Matt Bevin On Cockfighting Appearance,http://talkingpointsmemo.com/livewire/colbert-bevin-cockfighting,195
"Jon Stewart Rips Cheney, Rumsfeld For Taking America 'Back To The Torture' (VIDEO)",http://talkingpointsmemo.com/livewire/jon-stewart-cheney-rumsfeld-torture,393
"Mika Brzezinski, GOP Spokeswoman Butt Heads Over Equal Pay (VIDEO)",http://talkingpointsmemo.com/livewire/mika-brzezinski-gop-spox-spar-equal-pay,1243
GOP Candidate: Women More Interested In Job Flexibility Than Equal Pay,http://talkingpointsmemo.com/livewire/terri-lynn-land-women-equal-pay-flexibility,5701
White House Defends Its Own Gender Pay Gap,http://talkingpointsmemo.com/livewire/white-house-defends-gender-pay-gap,3287
Court Rejects Louisiana's Bid To Stop Anti-Jindal Pro-Obamacare Billboard,http://talkingpointsmemo.com/livewire/louisiana-moveon-jindal-medicaid-expansion-ruling,6982
Pastor Says Office Manager Leaked Congressman's Kiss Video,http://talkingpointsmemo.com/livewire/pastor-leah-gordon-mcallister-kissing-video,2344
GOP Rep. Caught Kissing Staffer On Camera Asks For 'Forgiveness',http://talkingpointsmemo.com/livewire/vance-mcallister-kissing-statement,4071
Al Sharpton: I Was No FBI Informant,http://talkingpointsmemo.com/livewire/al-sharpton-denies-report-fbi-informant,142
Maryland Poised To Decriminalize Weed After Legislature OKs Bill,http://talkingpointsmemo.com/livewire/maryland-marijuana-decriminalization-omalley,681
Scott Walker Wants To Finally Earn His College Degree,http://talkingpointsmemo.com/muckraker/img-src-http-www-talkingpointsmemo-com-images-gonzales_sad-jpg-vspace-5-hspace-5-align-left-oig-report-released,62
Powerful Jersey Dem Flip Flops On The BridgeGate Investigation,http://talkingpointsmemo.com/livewire/steve-sweeney-flip-flop,718
Fox News Host Calls UConn Basketball Team 'NAACP National Champs' (VIDEO),http://talkingpointsmemo.com/livewire/fox-news-host-calls-uconn-basketball-team-naacp-champs,1730
Liz Cheney Hits Back At Pelosi: 'Her Spine Doesn't Seem To Reach Her Brain' (VIDEO),http://talkingpointsmemo.com/livewire/liz-cheney-pelosi-cia-spine-doesnt-reach-brain,651
Staffer Caught Kissing GOP Rep. Was Paid For 'Headquarter Cleaning',http://talkingpointsmemo.com/livewire/mcallister-kissing-headquarter-cleaning,1175
"Furious Eric Holder Snaps At GOP Rep: 'You Don't Want To Go There, Buddy' (VIDEO)",http://talkingpointsmemo.com/livewire/eric-holder-gohmert-contempt,5168
Mississippi Tea Party Candidate Mocks Whiny Minorities,http://talkingpointsmemo.com/livewire/chris-mcdaniel-mamacita-reparations,3339
"Al Sharpton on FBI Work: I'm Not A Rat, 'I'm A Cat'",http://talkingpointsmemo.com/livewire/al-sharpton-fbi-work-im-a-cat-not-a-rat,679
Here's Joy Behar Brutally Roasting Chris Christie (VIDEO),http://talkingpointsmemo.com/livewire/joy-behar-chris-christie-roast,6446
McConnell: Equal Pay For Women Is 'The Left's Latest Bizarre Obsession',http://talkingpointsmemo.com/livewire/mcconnell-equal-pay-lefts-bizarre-obsession,1117
Iowa GOPer: 'Race An Issue' Preventing Obama Impeachment,http://talkingpointsmemo.com/livewire/sam-clovis-impeach-obama,3265
Fox News Host Defends CNN's Plane Coverage: It's Not Just For The Ratings,http://talkingpointsmemo.com/livewire/greta-van-susteren-defends-cnn-plane-coverage,188
Kerry And McCain Swap Teddy Roosevelt-Themed Insults (VIDEO),http://talkingpointsmemo.com/livewire/john-kerry-john-mccain-teddy-roosevelt,4013
Conservatives Make Hay Over White House's Gender Pay Gap 'Backfire',http://talkingpointsmemo.com/livewire/conservatives-blast-white-house-equal-pay,491
The New York Daily News Dresses Al Sharpton Up Like A Cat (PHOTOS),http://talkingpointsmemo.com/livewire/al-sharpton-cat-new-york-daily-news,569
Obamacare Enrollment Now: 7.5 Million,http://talkingpointsmemo.com/livewire/obamacare-enrollment-7-5-million,87
Jilted Husband Says Kissing Congressman Is 'The Most Non-Religious Person I Know',http://talkingpointsmemo.com/livewire/staffer-husband-kissing-congressman-not-religious,6734
Bill O'Reilly Attacks 'Deceiver' Stephen Colbert For Income Inequality  'Lie' (VIDEO),http://talkingpointsmemo.com/livewire/bill-oreilly-attacks-stephen-colbert-deceiver,1556
Poll: Republican Guvs Trail Dem Challengers In 5 Races,http://talkingpointsmemo.com/livewire/polls-democrats-republicans-gubernatorial-races-2014,2288
"Rupert Murdoch Reveals His Top Choices For 2016, Says He 'Could Live With Hillary'",http://talkingpointsmemo.com/livewire/rupert-murdoch-2016-jeb-bush-paul-ryan-hillary-clinton,1062
Heritage Chief: It's Really The Constitution That Freed The Slaves,http://talkingpointsmemo.com/livewire/jim-demint-constitution-freed-slaves,1511
GOPer Bashes Conservative Super PAC Attacks As Out Of Obama Playbook,http://talkingpointsmemo.com/livewire/phil-gingrey-ending-spending-pac-chicago-style-big-spender,361
Louisiana GOP Chair Calls On Kissing Congressman To Resign,http://talkingpointsmemo.com/livewire/louisiana-gop-mcallister-should-resign,39
Feinstein: Hayden Calling Me 'Emotional' Is 'An Old Male Fallback',http://talkingpointsmemo.com/livewire/feinstein-hayden-emotional-male-fallback,775
Pelosi: 'Race' Part Of Why GOP Has Not Moved On Immigration,http://talkingpointsmemo.com/livewire/pelosi-race-immigration-house-gop,273
Dem Senator Defends Koch Brothers: 'They're Not Breaking The Law' (VIDEO),http://talkingpointsmemo.com/livewire/manchin-defends-koch-brothers,1060
Stephen Colbert Will Replace David Letterman On 'Late Show',http://talkingpointsmemo.com/livewire/stephen-colbert-replaces-david-letterman,925
Conservative Pundit Wonders Why Women Voters 'Are So Easily Fooled And Manipulated',http://talkingpointsmemo.com/livewire/neal-boortz-war-on-women-manipulated-fooled,3332
