title,url,page_views
Missouri's Anti-Obamacare Law Temporarily Blocked By Federal Judge,http://talkingpointsmemo.com/livewire/missouri-obamacare-navigator-law-blocked,1269
Lindsey Graham Primary Challenger Raffles Off AR-15,http://talkingpointsmemo.com/livewire/lindsey_graham_challenger_raffling_ar15,8
Tony Perkins Leaves Door Open To Running For Vitter's Senate Seat,http://talkingpointsmemo.com/livewire/tony-perkins-leaves-door-open-to-running-for-vitter-s-senate-seat,194
Rand Paul Clarifies Voter ID Comments: There's 'Nothing Wrong With It',http://talkingpointsmemo.com/livewire/rand-paul-clarifies-voter-id-comments,289
Liberal Columnist Insists Again That Chris Stevens Wasn't Murdered In Benghazi,http://talkingpointsmemo.com/livewire/eleanor-clift-chris-stevens-benghazi-murdered,4472
Winning Tea Party Candidate Avoids Bashing Establishment GOPers,http://talkingpointsmemo.com/livewire/ben-sasse-nebraska-senate-nominee-mitch-mcconnell,59
NY Times Reviewer Who Panned Ailes Bio Has Decades-Long Friendship With Fox News Editor,http://talkingpointsmemo.com/livewire/roger-ailes-janet-maslin-gabriel-sherman,742
Fox Guest: Hillary Could End Health Speculation By Releasing Her Records (VIDEO),http://talkingpointsmemo.com/livewire/fox-guest-hillary-clinton-should-release-health-records-end-speculation,1466
Christie Rips BridgeGate Hearings For Uncovering 'Absolutely Nothing New',http://talkingpointsmemo.com/livewire/christie-bridgegate-hearings-nothing-new,121
"Colbert On #BringBackOurGirls: Finally, A Hashtag That Isn't About Firing Me (VIDEO)",http://talkingpointsmemo.com/livewire/colbert-bringbackourgirls-hashtag-activism,106
New York GOP Chair Ed Cox Accused Of Voter Fraud,http://talkingpointsmemo.com/livewire/ed-cox-voter-fraud-accusation,127
Chuck Todd: Questioning Hillary's Age May Complicate GOP's Reagan Worship,http://talkingpointsmemo.com/livewire/hillary-clinton-ronald-reagan-age-chuck-todd,252
Reid Calls Out New York Times On Senate Floor For Firing Jill Abramson,http://talkingpointsmemo.com/livewire/reid-abramson-pay-equity,996
"Bill Clinton: GOPers Said Hillary's Concussion Was 'Staged,' Now They Say She Has 'Brain Injury?'",http://talkingpointsmemo.com/livewire/bill-clinton-dismisses-hillary-clinton-brain-injury-comment,2140
Bundy Not Suing Feds Yet Despite Case With 'Makings Of Greatness',http://talkingpointsmemo.com/livewire/bundy-ranch-lawsuit-decision,682
Christie Predicts BridgeGate Will Have Zero Effect On His Political Future,http://talkingpointsmemo.com/livewire/chris-christie-bidgegate-effect-political-future,770
Jill Abramson Suddenly Replaced As NYT Executive Editor,http://talkingpointsmemo.com/livewire/nyt-executive-editor-jill-abramson-steps-down,678
"Um, No, Commencement Protests Aren't Unique To The Millennial Generation",http://talkingpointsmemo.com/livewire/college-commencement-protests-millennials-no,2783
Photos: NYT Newsroom As Editor Change Is Announced,http://talkingpointsmemo.com/livewire/photos-new-york-times-dean-baquet-jill-abramson,4433
The New York Times Has Already Axed Abramson From Its Masthead,http://talkingpointsmemo.com/livewire/new-york-times-masthead-jill-abramson-dean-baquet,1357
Fox Host: Erickson A 'Jerk' For Calling Wendy Davis An 'Abortion Barbie',http://talkingpointsmemo.com/livewire/greta-von-susteren-erickson-jerk-wendy-davis,1962
"Rep. Cole: Sorry, Tea Party Groups Don't Have A Shot At OK Senate Seat",http://talkingpointsmemo.com/livewire/tom-cole-oklahoma-conservative-groups-special-election,25
NYT Publisher Says Compensation Not A Factor In Firing Abramson,http://talkingpointsmemo.com/livewire/sulzberger-abramson-nyt-compensation,109
Limbaugh: Hillary's 'Only And Greatest Achievement' Is 'Being Female' (AUDIO),http://talkingpointsmemo.com/livewire/limbaugh-hillary-greatest-achievement-gender,1328
Toilet Tanks And Cereal Boxes: Gun Co. Offers 'Dirty' Tips For Hiding Your Handgun,http://talkingpointsmemo.com/livewire/handgun-hiding-places-beretta-toilet-cereal,4138
Fox Host: Rove 'Laughing Himself To Sleep' Over Hillary Health Claims (AUDIO),http://talkingpointsmemo.com/livewire/wallace-rove-laughing-hillary-health,711
WATCH LIVE: Fired New York Times Editor Delivers Commencement Address,http://talkingpointsmemo.com/edblog/losing-it--2,71
Congressman: Coulter Is 'Despicable' For Mocking #BringBackOurGirls,http://talkingpointsmemo.com/livewire/yarmuth-ann-coulter-despicable-human-being,6819
Arkansas High Court Won't Stay Gay Marriage Ruling,http://talkingpointsmemo.com/livewire/arkansas-no-gay-marriage-ruling-stay,1316
Nancy Pelosi: Karl Rove 'Brain Injury' Attack Makes Hillary Stronger,http://talkingpointsmemo.com/livewire/nancy-pelosi-karl-rove-hillary-clinton-brain-injury,785
Former Alabama KKK Leader Gets Prison Time For Cross Burning,http://talkingpointsmemo.com/livewire/steven-dinkle-cross-burning-prison-time,745
WATCH LIVE: Obama Speaks At 9/11 Museum Dedication,http://talkingpointsmemo.com/livewire/watch-live-obama-911-memorial,48
"Rubio Slams Liberals' 'Hypocrisy' On Abortion, Climate Change",http://talkingpointsmemo.com/livewire/rubio-slams-liberals-hypocrisy-abortion-climate-change,302
Colbert Is So Over Climate Change: 'F*ck It' (VIDEO),http://talkingpointsmemo.com/livewire/colbert-climate-change-fck-it,351
"Morning TV Host Loses It Over Michael Sam Kiss, Storms Off Set (VIDEO)",http://talkingpointsmemo.com/livewire/dallas-the-broadcast-michael-sam-walk-off-set,3597
Rove Now Says Hillary's 'Traumatic Brain Episode' Is 'Minor' Issue,http://talkingpointsmemo.com/livewire/karl-rove-hillary-traumatic-brain-episode-minor-issue,112
D'Souza Fails To Get Campaign Finance Fraud Case Dismissed,http://talkingpointsmemo.com/livewire/dinesh-dsouza-case-not-dismissed,2360
Erick Erickson Doesn't Understand The Anger Over The Coca-Cola Ad,http://talkingpointsmemo.com/livewire/erick-erickson-coca-cola-super-bowl-ad,5042
PHOTOS: Obama Surprises U.S. Troops In Afghanistan,http://talkingpointsmemo.com/livewire/obama-afghanistan-visit-photos,1963
Coulter: Michelle Obama's Next Hashtag Should Be 'I'm Married To An Idiot',http://talkingpointsmemo.com/livewire/ann-coulter-michelle-obama-hashtag-married-to-an-idiot,6171
Biographer Insists Reagan Left Office 'As Sharp As The Day He Went In' (VIDEO),http://talkingpointsmemo.com/livewire/ronald-reagan-alzheimers-craig-shirley,87
Reid Pushes Constitutional Amendment To Limit Money In Politics,http://talkingpointsmemo.com/livewire/harry-reid-constitutional-amendment-citizens-united,88
Report: NYT Did Pay Jill Abramson $84K Less Than Male Predecessor,http://talkingpointsmemo.com/livewire/report-nyt-did-pay-jill-abramson-lower-salary-than-male-editors,941
Bill Maher Wants To See A 'Granny Ticket' With Hillary And Warren (VIDEO),http://talkingpointsmemo.com/livewire/bill-maher-hillary-clinton-elizabeth-warren-granny-ticket,1343
Oregon Gay Marriage Ban Struck Down By Federal Judge,http://talkingpointsmemo.com/livewire/oregon-gay-marriage-ban-overturned,511
Florida Lawmaker: Common Core Officials Will Turn Kids Gay (VIDEO),http://talkingpointsmemo.com/livewire/florida-lawmaker-common-core-turn-kids-gay,3565
Crowley Grills Lawmakers On VA Scandal: Is It A 'Failure Of Oversight?' (VIDEO),http://talkingpointsmemo.com/livewire/cnn-va-scandal-oversight-failure,2473
Donald Sterling's Lawyer Vows To 'Fight To THe Bloody End',http://talkingpointsmemo.com/livewire/donald-sterling-lawyer-bloody-end,47
Florida Officer's Key Ring Causes AR-15 To Accidentally Discharge,http://talkingpointsmemo.com/livewire/florida-ar-15-gun-accidental-discharge,203
South Carolina Man Dies After Friend Allegedly Misses Bulletproof Vest,http://talkingpointsmemo.com/livewire/man-dies-bullet-misses-vest,14256
Christie Almost Got Played Out To 'Bridge Over Troubled Water' At 9/11 Museum Ceremony,http://talkingpointsmemo.com/livewire/christie-911-museum-dedication-bridge-over-troubled-water,383
NYT Public Editor: Abramson Probably Wasn't Fired For Being 'Pushy',http://talkingpointsmemo.com/livewire/nyt-public-editor-jill-abramson-not-likely-fired-for-being-pushy,1077
Poll: McConnell Has The Worst Net Favorability Of All Four Congressional Leaders,http://talkingpointsmemo.com/livewire/mitch-mcconnell-net-favorability-congressional-leaders,78
Man Accidentally Shoots Himself In Leg In Phoenix Wal-Mart,http://talkingpointsmemo.com/livewire/accidental-shooting-phoenix-wal-mart,318
Ingraham Rips Tea Party Boss For Supporting Immigration Reform,http://talkingpointsmemo.com/livewire/tea-party-leader-immigration-reform,417
Democrats Target GOPer Perdue With Georgia Primary Just A Few Days Away,http://talkingpointsmemo.com/livewire/david-perdue-georgia-senate-race-dscc,270
Bill Kristol Mocks The 'Liberal Elite' For Concern With The 'Persecution' Of Jill Abramson (VIDEO),http://talkingpointsmemo.com/livewire/bill-kristol-jill-abramson-persecution-liberal-elite,180
CNN Fires News Editor Who It Says Plagiarized At Least 50 Stories,http://talkingpointsmemo.com/livewire/cnn-fires-marie-louise-gumuchian-serial-plagiarism,1868
Ex-Christie Aide: I Told Guv About BridgeGate Plans Despite What He Told Press,http://talkingpointsmemo.com/livewire/stepien-christie-bridgegate-plans,22444
TV Host Explains Why She Stormed Off Set Over Michael Sam's Kiss (VIDEO),http://talkingpointsmemo.com/livewire/amy-kushnir-broadcast-explains-michael-sam-walkoff,12787
Report: Ex-Boyfriend Of Oregon GOP Candidate Accused Her Of Stalking,http://talkingpointsmemo.com/livewire/monica-wehby-oregon-police-report-stalking,999
Larry Sabato's Crystal Ball Moves Arkansas Senate Race To Tossup,http://talkingpointsmemo.com/livewire/mark-pryor-tom-cotton-tossup-lean-republican-sabato-crystal-ball,2054
Report: Videos Showed Bergdahl's Rapidly Deteriorating Health,http://talkingpointsmemo.com/livewire/secret-videos-bergdahl-deteriorating-health,341
Cantor Hits Back At Ingraham: Taliban Comment 'Cheapens The Debate',http://talkingpointsmemo.com/livewire/cantor-ingraham-taliban-bergdahl-comment,2740
Homophobic Primary Ad Attacks GOPer's Support For LGBT Youth Group,http://talkingpointsmemo.com/livewire/phil-gingrey-karen-handel-lgbtq-youth-pride,208
Snowden Gets Personal: Gov't 'Exploits' 9/11 To Justify Spying (VIDEO),http://talkingpointsmemo.com/livewire/edward-snowden-government-exploits-911,264
State Department Bolstering Security At US Embassy In Iraq,http://talkingpointsmemo.com/livewire/us-embassy-iraq-security,498
Texas 6-Year-Old Dies After She Was Accidentally Shot In The Face,http://talkingpointsmemo.com/livewire/texas-6-year-old-accidentally-shot,1151
Tens Of Millions Somehow Fail To Turn Out For 'Operation American Spring',http://talkingpointsmemo.com/livewire/operation-american-spring-fails,22985
"Reports: Sterling Threatens To Sue NBA, Refuse To Pay Fines",http://talkingpointsmemo.com/livewire/reports-donald-sterling-threatens-suit-nba,191
TV Host Grossed Out By Michael Sam Kiss Gets Star Treatment On Fox (VIDEO),http://talkingpointsmemo.com/livewire/amy-kushnir-dallas-morning-show-michael-sam-kiss-the-broadcast-fox-news,2433
NYT Demands New Yorker Correct Its Story About Abramson's Pay,http://talkingpointsmemo.com/livewire/nyt-demands-correction-new-yorker-jill-abramson,226
Obama Judicial Nominee Vowed To Oppose Gay Boy Scout Leaders,http://talkingpointsmemo.com/livewire/michael-boggs-flyer-anti-gay-campaign,909
Rep. Cotton Tries To Link Sen. Mark Pryor To 'Radical' Elizabeth Warren,http://talkingpointsmemo.com/livewire/tom-cotton-mark-pryor-elizabeth-warren,799
Idaho Guv Candidate Not Amused By Video Of Chaotic Debate,http://talkingpointsmemo.com/livewire/russ-fulcher-butch-otter-harley-brown-idaho-gubernatorial-debate,5090
Glenn Greenwald's Website Loses A National Security Blogger,http://talkingpointsmemo.com/livewire/marcy-wheeler-leaves-the-intercept,5194
NYT Fired Abramson Right After Asking Her To 'Sign On For Some More Years',http://talkingpointsmemo.com/livewire/nyt-asked-jill-abramson-serve-more-time,2733
Issa Compares Benghazi Probes To Watergate Investigation,http://talkingpointsmemo.com/livewire/darrell-issa-benghazi-watergate,2819
Report: Tea Party Campaign Knew Details About Nursing Home Break-In,http://talkingpointsmemo.com/livewire/mcdaniel-campaign-knew-more-cochran-break-in-report,4976
McDaniel Campaign Contradicts Itself On Blogger Break-In,http://talkingpointsmemo.com/muckraker/img-src-http-talkingpointsmemo-com-images-scheunemann-pbs-muck-jpg-vspace-5-hspace-5-align-left-mccain-pushing-lockheed-made-weapons-for-taiwan-despite-advisers-ties,2003
Report: Top GOP Donors Courting Jeb Bush For 2016,http://talkingpointsmemo.com/livewire/jeb-bush-2016,354
McDaniel Campaign Finally Gives Its Definitive Story On Blogger Break-In,http://talkingpointsmemo.com/livewire/mcdaniel-story-cochran-break-in-blogger,11048
NYT Publisher Expands On Reasoning Behind Jill Abramson Dismissal,http://talkingpointsmemo.com/livewire/sulzberger-statement-firing-jill-abramson,1265
Juan Williams Tears Into Karl Rove For Defending Claims About Hillary's Health (VIDEO),http://talkingpointsmemo.com/livewire/rove-defends-hillary-health-claims,2305
Romney Calls On N.H. Cop To Resign After 'Vile' Racial Slur About Obama,http://talkingpointsmemo.com/livewire/romney-cop-vile-defends-onama,4555
Op-Ed Sparks FEC Fight Over Dark Money After Supreme Court Ruling,http://talkingpointsmemo.com/livewire/supreme-court-campaign-finance-fec-koch,93
Erick Erickson Says Journalists Have 'Erections' For Obama In Wild 4:30 AM Blog Post,http://talkingpointsmemo.com/livewire/erick-erickson-early-morning-blog-post-erections,2780
Feinstein: Benghazi Committee A 'Hunting Mission For A Lynch Mob' (VIDEO),http://talkingpointsmemo.com/livewire/feinstein-benghazi-hunting-mission-lynch-mob,689
Congressional Candidate Claims Most Mass Shooters Are Democrats,http://talkingpointsmemo.com/livewire/arizona-candidate-mass-shooters-democrats,2338
Cochran Campaign Releases McDaniel Aide's Voicemail Of Blogger Arrest,http://talkingpointsmemo.com/livewire/melanie-sojourner-voicemail-chris-mcdaniel-thad-cochran-clayton-kelly,2050
McDaniel Spokesman Slams Cochran Campaign For Releasing Voicemail,http://talkingpointsmemo.com/livewire/mcdanial-cochran-voicemail-slander,3411
"Indiana Boy, 4, Accidentally Killed After Finding Loaded Gun In Home",http://talkingpointsmemo.com/livewire/cash-irby-shooting-death-indiana,155
"RNC Chair Doubts Hillary Will Run in 2016, But Says 'Health And Age Is Fair Game' (VIDEO)",http://talkingpointsmemo.com/livewire/rnc-reince-priebus-hillary-clinton-health-age-doubt-shell-run-karl-rove,96
John Kerry To Yale Grads: You're 'Donald Sterling's Worst Nightmare',http://talkingpointsmemo.com/livewire/john-kerry-yale-donald-sterling-worst-nightmare,228
McDaniel Cancels Editorial Meeting With Paper That Broke Nursing Home Break-In Story,http://talkingpointsmemo.com/livewire/chris-mcdaniel-clarion-ledger-editorial-meeting-canceled,108
NRA Thinks #BringBackOurGirls Hashtag Isn't 2nd Amendment-y Enough,http://talkingpointsmemo.com/livewire/nra-bringbackourgirls-hashtag,4285
Jill Abramson Says Anita Hill Reached Out To Offer Encouragement,http://talkingpointsmemo.com/livewire/jill-abramson-wake-forest-commencement-anita-hill,112
Billionaire Home Depot Founder Is Not Really Sorry For Nazi Comparison,http://talkingpointsmemo.com/livewire/home-depot-ken-langone-not-sorry-nazi,3424
GOP Pollster Finds Sen. Shaheen Crushing Scott Brown In Matchup,http://talkingpointsmemo.com/livewire/jeanne-shaheen-scott-brown-vox-populi-poll,4006
Connecticut Teen Asked Biden To Prom So He Sent Her A Corsage,http://talkingpointsmemo.com/livewire/conncticut-girl-biden-prom,1973
Erick Erickson's Rebuttal To Matt Yglesias Simply Proves He Really Dislikes Matt Yglesias,http://talkingpointsmemo.com/livewire/erick-erickson-matt-yglesias,1424
Retiring House Intelligence Chair Won't Rule Out 2016 Run,http://talkingpointsmemo.com/livewire/mike-rogers-2016-radio-retiring,288
Report: Maryland Plans To Start From Scratch With Obamacare Exchange,http://talkingpointsmemo.com/livewire/maryland-exchange-start-over,56
Glenn Beck Blasts Media 'Rat Bastards' Who Report 'Fairy Tale' Obamacare Numbers,http://talkingpointsmemo.com/livewire/glenn-beck-obamacare-enrollment,3407
Pollsters Expect A GOP 'Midterm Wave' This Year,http://talkingpointsmemo.com/livewire/npr-poll-gop-midterm-wave,174
Report: Stephen Colbert Top Choice To Replace David Letterman,http://talkingpointsmemo.com/livewire/stephen-colbert-david-letterman-late-show,5891
Jeb Bush Says He Will Decide On 2016 By The End Of The Year,http://talkingpointsmemo.com/livewire/jeb-bush-2016-decision,383
"Jeb Bush: Illegal Immigration Not Always A 'Felony,' Sometimes An 'Act Of Love'",http://talkingpointsmemo.com/livewire/jeb-bush-immigration-felony,3018
Consistently Wrong Bill Kristol Still Making 2016 Predictions (VIDEO),http://talkingpointsmemo.com/livewire/bill-kristol-jeb-bush-2016,89
Speier Pushes For Lawmaker Sexual Harassment Training,http://talkingpointsmemo.com/livewire/lawmaker-sexual-harrassment-training-mcalllister,937
Pat Robertson Asks God To 'Deliver Us' From Obama,http://talkingpointsmemo.com/livewire/pat-robertson-deliver-us-obama,696
David Petraeus Congratulates Stephen Colbert On 'Late Show' Gig,http://talkingpointsmemo.com/livewire/colbert-petraeus,616
Wall Streeters Explain Why They Couldn't Be Fair Jurors At Occupy Trial,http://talkingpointsmemo.com/livewire/occupy-wall-street-fair-trial,825
"Cuomo: Conservatives, Even Sean Hannity, Should Stay In New York",http://talkingpointsmemo.com/livewire/cuomo_conservatives_shouldnt_leave_new_york,32
Canadian Health Care Expert Schools A Republican U.S. Senator,http://talkingpointsmemo.com/livewire/richard-burr-canadian-expert-health-care,11506
Even Iowa Republicans Are Pretty Lukewarm About Another Santorum Run,http://talkingpointsmemo.com/livewire/rick-santorum-iowa-poll-president,30
N.H. Police Commissioner Who Called Obama The N-Word Resigns,http://talkingpointsmemo.com/livewire/wolfeboro-commissioner-resigns,2066
McConnell: Tea Party Group Is 'Rogue Political Operation',http://talkingpointsmemo.com/livewire/mitch-mcconnell-senate-conservatives-fund-biggest-obstacle,218
GOP Group Hits Landrieu For Something She Didn't Do,http://talkingpointsmemo.com/livewire/nrsc-hits-mary-landrieu-climate-change-talk-a-thon,22
Liz Cheney: 'Serious Health Issues' In Family Prompted Decision To End Senate Bid,http://talkingpointsmemo.com/livewire/liz-cheney-drops-senate-bid-serious-health-issues,596
Ex-Gov. Haley Barbour Shrugs Off 'Lady Mayor' From New Jersey (VIDEO),http://talkingpointsmemo.com/livewire/haley-barbour-lady-mayor-nj,1724
Judiciary Chair: Feinstein CIA Speech The Most Important In 40 Years,http://talkingpointsmemo.com/livewire/patrick-leahy-feinstein-cia-speech-most-important-40-years,27
Boehner: Put Economic And Political Pressure To Get Russia Out Of Ukraine,http://talkingpointsmemo.com/livewire/boehner-russia-invades-ukraine,1795
Lawmakers Urge Strong Stance Against Putin,http://talkingpointsmemo.com/livewire/congress-urge-strength-putin-ukraine,39
Van Hollen: Senate Should Pressure Boehner On Unemployment Insurance,http://talkingpointsmemo.com/livewire/chris-van-hollen-unemployment-benefits-senate-boehner,153
"Dropped Gun Discharges, Shoots Two People Through Ceiling",http://talkingpointsmemo.com/livewire/dropped-gun-discharges-shoots-two-people-through-ceiling,57
John Lewis Comes Out Against Obama Nominee Michael Boggs,http://talkingpointsmemo.com/livewire/john-lewis-comes-out-against-michael-boggs,92
Ann Coulter Weighs In On Rand Paul's Lewinsky Talk,http://talkingpointsmemo.com/livewire/coulter-paul-clinton-lewinsky,166
Arizona Republicans Want Feds To Get Permission From County Sheriffs To Enforce Laws,http://talkingpointsmemo.com/livewire/arizona-sheriffs-federal-agents,2787
Corbett Becomes First GOP Guv To Avert Congressional Food Stamp Cuts,http://talkingpointsmemo.com/livewire/corbett-food-stamps-pennsylvania,44
LaPierre Warns Of Vast Media-Political Conspiracy Out To Get NRA,http://talkingpointsmemo.com/livewire/wayne-lapierre-cpac,895
Open Carry Advocate Arrested On Suspicion Of Gun Threat,http://talkingpointsmemo.com/livewire/simonsmeier-gun-arrest,6018
Former Clinton Aide Announces Run For Waxman's Seat,http://talkingpointsmemo.com/livewire/matt-miller-waxman-seat,298
D.C. Official Fired One Day After Criticizing Obamacare 'Fix',http://talkingpointsmemo.com/livewire/washington-dc-insurance-commissioner-fired-obamacare-fix,144
Larry Kudlow To End Show On CNBC,http://talkingpointsmemo.com/livewire/larry-kudlow-report-end-cnbc,990
"Man Finds Gun Near Trash Can, Immediately Shoots Himself In The Abdomen",http://talkingpointsmemo.com/livewire/california-man-shoots-self-after-finding-gun-near-garbage,4000
Dem Rep. Rush Holt To Retire,http://talkingpointsmemo.com/livewire/rush-holt-retirement,39
Ex-Rep. Rivera's 'Gal Pal' Finally Busted By FBI In Nicaragua,http://talkingpointsmemo.com/livewire/ana-alliegro-arrested,2465
Poll: GOP Reclaims Lead On Congressional Generic Ballot,http://talkingpointsmemo.com/livewire/poll-gop-reclaims-on-congressional-generic-ballot,136
Georgia Tea Partier Disses Primary Opponent As A 'Boehner-Republican',http://talkingpointsmemo.com/livewire/paul-broun-kingston-boehner-republican,872
Dinesh D’Souza Deletes Tweet Calling Obama 'Grown-Up Trayvon',http://talkingpointsmemo.com/livewire/dinesh-d-souza-deletes-tweet-calling-obama-grown-up-trayvon,4948
Report: NSA Tracked Porn-Watching Activity To Discredit Muslim 'Radicalizers',http://talkingpointsmemo.com/livewire/report-nsa-tracked-porn-watching-activity-to-discredit-muslim-radicalizers,310
DC Health Insurers Won't Extend Canceled Individual Plans,http://talkingpointsmemo.com/livewire/dc-health-insurers-will-not-be-able-to-extend-canceled-individual-plans,26
Trump Says His Hair Is The 'Real Deal',http://talkingpointsmemo.com/livewire/trump-says-his-hair-is-the-real-deal,1211
Head Of New Hampshire GOP To Testify Before BridgeGate Committee (WATCH LIVE),http://talkingpointsmemo.com/livewire/matt-mowers-testimony-bridgegate-live-video,75
Ted Cruz Won't Commit To Supporting McConnell For GOP Leader,http://talkingpointsmemo.com/livewire/ted-cruz-mitch-mcconnell-vote-republican-leader,759
Christie Supporter Tells Guv To Destroy Springsteen CDs: 'He's Not A Friend Of Yours',http://talkingpointsmemo.com/livewire/christie-supporter-tells-guv-to-destroy-springsteen-cd-s-he-s-not-a-friend-of-yours,448
"Founding Trustee Blasts DeMint For 'Politicizing,' 'Trivializing' Heritage Foundation",http://talkingpointsmemo.com/livewire/jim-demint-heritage-foundation-mickey-edwards-trivializing-politicizing,444
Lindsey Graham Will Forego Employer Contribution To Pay For Obamacare,http://talkingpointsmemo.com/livewire/lindsey-graham-obamacare-employer-contribution,19
Walker Aide Dismissed 'Crazy' Woman Who Starved In Mental Health Facility,http://talkingpointsmemo.com/livewire/scott-walker-aide-nobody-cares-crazy-people,10397
"47 Percent Of Americans — Yes, 47 —View Mitt Romney Favorably",http://talkingpointsmemo.com/livewire/47-percent-of-americans-mitt-romney-favorability,162
"Rep. Stockman Comes Out Swinging, Hits Cornyn As 'Liberal'",http://talkingpointsmemo.com/livewire/rep-stockman-comes-out-swinging-hits-cornyn-as-liberal,41
"Pew: Approval Of Obama, Obamacare Back To Pre-Rollout Levels",http://talkingpointsmemo.com/livewire/pew-obama-approval-obamacare-popularity-back-to-pre-rollout-levels,3170
Piers Morgan's CNN Show Is Coming To An End,http://talkingpointsmemo.com/livewire/piers-morgan-cnn-show-canceled,154
Navy Vet Charity Scammer Sentenced To 28 Years,http://talkingpointsmemo.com/livewire/navy-vet-charity-scammer-sentenced-to-28-years,63
Jon Stewart Berates 'Homophobic And Dickish' Arizona Over Anti-Gay Bill (VIDEO),http://talkingpointsmemo.com/livewire/jon-stewart-berates-homophobic-and-dickish-arizona-over-anti-gay-bill,1131
NASA: Cooling System Fails On International Space Station,http://talkingpointsmemo.com/livewire/nasa-cooling-system-fails-on-international-space-station,366
8 Cities Are Bidding To Host 2016 Republican National Convention,http://talkingpointsmemo.com/livewire/republican-national-convention-finalists-cities,64
Reid Backs Feinstein Amid Her Charges Of CIA Spying On Congress,http://talkingpointsmemo.com/livewire/harry-reid-dianne-feinstein-cia-spying,73
Heritage Action Balks At Firing Of GOP Group Exec.,http://talkingpointsmemo.com/livewire/heritage-action-balks-at-firing-of-gop-group-exec,71
Texas Attorney General: State Will Appeal Same-Sex Marriage Ruling,http://talkingpointsmemo.com/livewire/abbott-response-gay-marriage-ban-unconstitutional,477
Men To Join House GOP Women's Group In 2014,http://talkingpointsmemo.com/livewire/men-to-join-house-gop-women-s-group-in-2014,22
Tea Party Group Attacks The Wrong Rep. King,http://talkingpointsmemo.com/livewire/tea-party-express-attacks-the-wrong-rep-king,562
Heritage Foundation Still Stands Firm In Support Of Arizona's Anti-Gay Bill,http://talkingpointsmemo.com/livewire/heritage-supports-arizona-anti-gay-bill,229
Artur Davis Not Running For Rep. Wolf's Seat,http://talkingpointsmemo.com/livewire/artur-davis-not-running-for-rep-wolf-s-seat,30
GOP Rep Warns That Sochi Olympics Could Become 'A Nightmare Like Benghazi',http://talkingpointsmemo.com/livewire/russia-suicide-bombings-sochi-olympics-michael-grimm,40
Vitter Can't Use Campaign Funds to Pay for Madam-Related Legal Fees,http://talkingpointsmemo.com/livewire/oklahoma-gov-gets-primary-challenger,50
NASA Has Discovered 715 New Planets Outside Our Solar System,http://talkingpointsmemo.com/livewire/nasa-has-discovered-715-new-planets-outside-our-solar-system,68
Al Franken Is Amazingly Direct In Fundraising Email,http://talkingpointsmemo.com/livewire/al-franken-wants-you-to-know-this-is-a-fundraising-email,14042
McCain: Ask The People Of Ukraine If Mitt Romney Was Right About Russia,http://talkingpointsmemo.com/livewire/john-mccain-romney-right-russia-ukraine,172
Dems Call Out GOPers Who Wanted Obama Impeachement,http://talkingpointsmemo.com/livewire/dems-call-out-bachmann-and-co-who-wanted-impeachment,128
McCain Optimistic About Immigration Reform After Boehner's New Hire,http://talkingpointsmemo.com/livewire/mccain-immigration-reform-boehner-optimistic,395
Top Romney Adviser Sympathetic After Melissa Harris-Perry Apology,http://talkingpointsmemo.com/livewire/melissa-harris-perry-romney-adviser,2421
Someone Put Porn On The Ohio Government Website,http://talkingpointsmemo.com/livewire/porn-ohio-government-website,68
Sen. Cory Booker Fundraising Email Asks For $0,http://talkingpointsmemo.com/livewire/cory-booker-fundraising-email-asks-for-0,1868
Steve King Compares Himself To 'Duck Dynasty' Star,http://talkingpointsmemo.com/livewire/steve-king-compares-duck-dynasty-phil-robertson,29
Senate Conservatives Fund Already Spent Nearly $1 Million To Unseat McConnell,http://talkingpointsmemo.com/livewire/senate-conservatives-fund-dropped-nearly-1-million-to-mcconnell-primary-challenger,23
Here Comes Mitt Romney To Weigh-In On The Melissa Harris-Perry Controversy,http://talkingpointsmemo.com/livewire/mitt-romney-melissa-harris-perry-grandson-kieran-fox-news-sunday,1700
NSA Doesn't Deny That It's Spying On Congress,http://talkingpointsmemo.com/livewire/nsa-spying-congress-bernie-sanders,1978
Napolitano Opposes Clemency For Snowden (VIDEO),http://talkingpointsmemo.com/livewire/napolitano-no-clemency-for-snowden,94
House Dems: Gerlach Becomes 12th GOPer To 'Jump Ship',http://talkingpointsmemo.com/livewire/house-dems-gerlach-becomes-12th-goper-to-jump-ship,3150
Maryland Might Want To Switch To HealthCare.gov,http://talkingpointsmemo.com/livewire/maryland-healthcaregov-john-delaney,11
Dinesh D'Souza In Court: 'I Deeply Regret My Conduct',http://talkingpointsmemo.com/livewire/dinesh-dsouza-court-statements,2196
Bob Gates: Hillary Clinton Opposed Iraq Surge Due To Politics,http://talkingpointsmemo.com/livewire/bob-gates-clinton-obama-opposed-iraq-surge-due-to-politics,480
Limbaugh Thinks Christie's Bridge Scandal Is Obviously A Distraction From Robert Gates' Memoir,http://talkingpointsmemo.com/livewire/rush-limbaugh-christie-bridge-gates-memoir,834
Report: Former GOP Campaign Chair To Challenge Sen. Mark Warner,http://talkingpointsmemo.com/edblog/mcworse,225
Former MI Gov. Granholm In Talks To Join Powerful Dem Super PAC,http://talkingpointsmemo.com/livewire/former-mi-gov-granholm-in-talks-to-join-powerful-dem-super-pac,14
